0	140041
1	140041
2	140041
3	140041
4	140041
5	140041
6	140041
7	140041
8	140041
9	140041
10	140041
11	140041
12	140041
13	140041
14	140041
15	140041
16	140041
17	140041
18	140041
19	140041
20	140041
21	140041
22	140041
23	140041
24	140041
25	1083858
26	1083858
27	1083858
28	1083858
29	1083858
30	1083858
31	1083858
32	1083858
33	1170696
34	1170696
35	1170696
36	1170696
37	1170696
38	1170696
39	1170696
40	1170696
41	1170696
42	1170696
43	1170696
44	1170696
45	1170696
46	1170696
47	1171465
48	1171465
49	1171465
50	1171465
51	1171465
52	1171465
53	1171465
54	1171465
55	1171465
56	1171465
57	1171465
58	1171465
59	1171465
60	1171465
61	1171465
62	1171594
63	1171594
64	1171594
65	1171594
66	1171594
67	1171594
68	1171594
69	1171594
70	1171594
71	1171594
72	1183526
73	1183526
74	1183526
75	1183526
76	1183526
77	1183526
78	1183526
79	1183526
80	1183526
81	1183526
82	1183526
83	1183526
84	1183526
85	1183526
86	1183526
87	1183526
88	1183526
89	1183526
90	1183526
91	1183526
92	1183526
93	1183526
94	1183526
95	1363699
96	1363699
97	1369248
98	1369248
99	1369248
100	1369248
101	1369248
102	1369248
103	1369248
104	1369248
105	1369248
106	1369248
107	1369248
108	1369248
109	1369248
110	1369248
111	1369248
112	1479593
113	1479593
114	1479593
115	1479593
116	1479593
117	1479593
118	1479593
119	1479593
120	1479593
121	1479593
122	1479593
123	1479593
124	1479593
125	1479593
126	1479593
127	1479593
128	1479593
129	1479593
130	1479593
131	1479593
132	1479593
133	1553198
134	1553198
135	1553198
136	1553198
137	1553198
138	1553198
139	1553198
140	1553198
141	1553198
142	1553198
143	1553198
144	1553198
145	1553198
146	1553198
147	1553198
148	1553198
149	1553198
150	1553198
151	1553198
152	1553198
153	1553198
154	1553198
155	1553198
156	1553198
157	1553198
158	1553198
159	1553198
160	1553198
161	1553198
162	1560360
163	1560360
164	1560360
165	1560360
166	1560360
167	1560360
168	1560360
169	1560360
170	1560360
171	1560360
172	1560360
173	1560360
174	1560360
175	1560360
176	1560360
177	1560360
178	1560360
179	1560360
180	1560360
181	1560360
182	1560360
183	1560360
184	1560360
185	1560360
186	1560360
187	1560360
188	1560360
189	1560360
190	1560360
191	1560360
192	1636618
193	1636618
194	1636618
195	1636618
196	1636618
197	1636618
198	1636618
199	1636618
200	1636618
201	1636618
202	1636618
203	1636618
204	1636618
205	1636618
206	1636618
207	1636618
208	1636618
209	1661684
210	1661684
211	1661684
212	1661684
213	1661684
214	1661684
215	1661684
216	1661684
217	1661684
218	1661684
219	1661684
220	1847657
221	1847657
222	1847657
223	1847657
224	1847657
225	1847657
226	1847657
227	1847657
228	1847657
229	1847657
230	1847657
231	1847657
232	1847657
233	1847657
234	1847657
235	1847657
236	1847657
237	1847657
238	1847657
239	1847657
240	1847657
241	1852764
242	1852764
243	1852764
244	1852764
245	1852764
246	1852764
247	1852764
248	1852764
249	1852764
250	1852764
251	1852764
252	1852764
253	1852764
254	1868901
255	1868901
256	1868901
257	1868901
258	1868901
259	1868901
260	1868901
261	1868901
262	1868901
263	1868901
264	1868901
265	1868901
266	1868901
267	1868901
268	1868901
269	1868901
270	1868901
271	1868901
272	1868901
273	1868901
274	1868901
275	1868901
276	1868901
277	1868901
278	1868901
279	1868901
280	2064794
281	2064794
282	2064794
283	2064794
284	2064794
285	2064794
286	2064794
287	2064794
288	2064794
289	2064794
290	2064794
291	2064794
292	2064794
293	2064794
294	2064794
295	2064794
296	2064794
297	2064794
298	2171227
299	2171227
300	2171227
301	2171227
302	2171227
303	2171227
304	2171227
305	2171227
306	2171227
307	2171227
308	2171227
309	2171227
310	2171227
311	2171227
312	2171227
313	2171227
314	2171227
315	2171227
316	2171227
317	2171227
318	2171227
319	2171557
320	2171557
321	2171557
322	2171557
323	2171557
324	2171557
325	2171557
326	2171557
327	2171557
328	2171557
329	2171557
330	2171557
331	2171557
332	2171557
333	2171557
334	2171557
335	2171557
336	2171557
337	2171557
338	2171557
339	2171557
340	2171557
341	2171557
342	2171557
343	2171557
344	2172014
345	2172014
346	2172014
347	2172014
348	2172014
349	2172014
350	2172014
351	2172014
352	2172014
353	2172014
354	2172014
355	2172014
356	2172014
357	2172014
358	2173279
359	2173279
360	2173279
361	2173279
362	2173279
363	2173279
364	2173279
365	2173279
366	2173279
367	2173279
368	2173279
369	2173279
370	2173279
371	2173279
372	2173279
373	2173279
374	2173279
375	2173279
376	2173279
377	2173279
378	2173279
379	2173279
380	2173279
381	2173279
382	2173279
383	2173279
384	2173279
385	2173598
386	2173598
387	2173598
388	2173598
389	2173598
390	2173598
391	2173598
392	2173598
393	2173598
394	2173598
395	2173598
396	2173598
397	2173598
398	2196185
399	2196185
400	2196185
401	2196185
402	2196185
403	2196185
404	2234339
405	2234339
406	2234339
407	2234339
408	2234339
409	2234339
410	2234339
411	2234339
412	2234339
413	2234339
414	2234339
415	2234339
416	2234339
417	2234339
418	2234339
419	2234339
420	2234339
421	2234339
422	2234339
423	2234339
424	2234339
425	2234339
426	2234339
